,date,currency,amount,balance,balance_cedis,amount_cedis,source,type,Cluster,narration,cleaned_narration,sub_category,main_category
3593,2023-07-11 00:00:00,GHS,150.0,15.26,15.26,150.0,Standard Chartered,debit,2,PIZZA ICE ACCRA,PIZZA ICE ACCRA,food,shopping
3594,2023-07-14 00:00:00,GHS,41.56,1553.69,1553.69,41.56,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3595,2023-07-14 00:00:00,GHS,100.92,1452.77,1452.77,100.92,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3596,2023-07-17 00:00:00,GHS,500.0,709.77,709.77,500.0,Standard Chartered,debit,2,AIRPORT RESIDEN ACCRA,AIRPORT RESIDEN ACCRA,atm withdrawal,withdrawals
3597,2023-07-17 00:00:00,GHS,340.77,368.73,368.73,340.77,Standard Chartered,debit,2,ERNEST CHEMISTS VISA DIRECT,ERNEST CHEMISTS VISA DIRECT,personal care,shopping
3598,2023-07-17 00:00:00,GHS,6.73,0.0,0.0,6.73,Standard Chartered,debit,2,ERNEST CHEMISTS ACCRA,ERNEST CHEMISTS ACCRA,personal care,shopping
3599,2023-07-17 00:00:00,GHS,101.27,20.19,20.19,101.27,Standard Chartered,debit,2,ERNEST CHEMISTS ACCRA,ERNEST CHEMISTS ACCRA,personal care,shopping
3600,2023-07-17 00:00:00,GHS,6.73,13.46,13.46,6.73,Standard Chartered,debit,2,ERNEST CHEMISTS VISA DIRECT,ERNEST CHEMISTS VISA DIRECT,personal care,shopping
3601,2023-07-17 00:00:00,GHS,6.73,6.73,6.73,6.73,Standard Chartered,debit,2,JUDI FOODS NYANIBA EST,JUDI FOODS NYANIBA EST,food,shopping
3602,2023-07-17 00:00:00,GHS,247.27,121.46,121.46,247.27,Standard Chartered,debit,2,JUDI FOODS NYANIBA EST,JUDI FOODS NYANIBA EST,food,shopping
3603,2023-07-31 00:00:00,GHS,45.0,92.05,92.05,45.0,Standard Chartered,debit,2,GOOGLE GCOHELPPAY,GOOGLE GCOHELPPAY,cloud services,shopping
3604,2023-08-07 00:00:00,GHS,760.92,81.91,81.91,760.92,Standard Chartered,debit,2,PNP CLOTHING ROSEBAN JOHANNESBURG,PNP CLOTHING ROSEBAN JOHANNESBURG,atm withdrawal,withdrawals
3605,2023-08-07 00:00:00,GHS,146.94,842.83,842.83,146.94,Standard Chartered,debit,2,APPLE BILL,APPLE BILL,software,shopping
3606,2023-08-07 00:00:00,GHS,46.71,989.77,989.77,46.71,Standard Chartered,debit,2,HM ROSEBANK JOHANNESBURG,HM ROSEBANK JOHANNESBURG,bank transfer,transfers
3607,2023-08-07 00:00:00,GHS,143.49,1036.48,1036.48,143.49,Standard Chartered,debit,2,SUPERSPAR FONTA GAUTENG NORTH,SUPERSPAR FONTA GAUTENG NORTH,online shopping,shopping
3608,2023-08-14 00:00:00,GHS,39.97,5564.06,5564.06,39.97,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3609,2022-09-12 00:00:00,GHS,21.0,4.93,4.93,21.0,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3610,2022-09-19 00:00:00,GHS,5.25,4.68,4.68,5.25,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3611,2022-09-29 00:00:00,GHS,10.96,0.72,0.72,10.96,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3612,2022-10-10 00:00:00,GHS,40.0,3063.06,3063.06,40.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3613,2022-10-10 00:00:00,GHS,9.0,3049.06,3049.06,9.0,Standard Chartered,debit,2,GOOGLE GCOHELPPAY,GOOGLE GCOHELPPAY,cloud services,shopping
3614,2022-10-11 00:00:00,GHS,22.35,2744.54,2744.54,22.35,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3615,2022-10-12 00:00:00,GHS,20.0,679.24,679.24,20.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3616,2022-10-12 00:00:00,GHS,20.0,704.24,704.24,20.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3617,2022-10-17 00:00:00,GHS,50.0,825.42,825.42,50.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3618,2022-10-19 00:00:00,GHS,20.0,142.63,142.63,20.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3619,2022-10-21 00:00:00,GHS,6.55,115.86,115.86,6.55,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3620,2022-10-26 00:00:00,GHS,50.0,65.86,65.86,50.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3621,2022-10-26 00:00:00,GHS,5.86,12.16,12.16,5.86,Standard Chartered,debit,2,GOODPLEASURE TBILISI,GOODPLEASURE TBILISI,entertainment,shopping
3622,2022-10-26 00:00:00,GHS,46.42,18.02,18.02,46.42,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3623,2022-10-26 00:00:00,GHS,3.58,32.58,32.58,3.58,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3624,2022-10-26 00:00:00,GHS,8.58,24.0,24.0,8.58,Standard Chartered,debit,2,GOODPLEASURE TBILISI,GOODPLEASURE TBILISI,entertainment,shopping
3625,2022-10-31 00:00:00,GHS,20.04,0.3,0.3,20.04,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3626,2022-10-31 00:00:00,GHS,15.01,20.34,20.34,15.01,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3627,2022-11-08 00:00:00,GHS,20.51,1.96,1.96,20.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3628,2022-11-14 00:00:00,GHS,3.0,1233.1,1233.1,3.0,Standard Chartered,debit,2,AIRTELTIGO,AIRTELTIGO,mobile transfer,transfers
3629,2022-11-14 00:00:00,GHS,10.0,1156.1,1156.1,10.0,Standard Chartered,debit,2,AIRTELTIGO,AIRTELTIGO,mobile transfer,transfers
3630,2022-11-14 00:00:00,GHS,1.5,1231.6,1231.6,1.5,Standard Chartered,debit,2,AIRTELTIGO,AIRTELTIGO,mobile transfer,transfers
3631,2022-11-14 00:00:00,GHS,9.0,1126.09,1126.09,9.0,Standard Chartered,debit,2,GOOGLE GCOHELPPAY,GOOGLE GCOHELPPAY,cloud services,shopping
3632,2022-11-14 00:00:00,GHS,21.01,1135.09,1135.09,21.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3633,2022-11-14 00:00:00,GHS,5.0,1166.1,1166.1,5.0,Standard Chartered,debit,2,MTN GHANA,MTN GHANA,mobile transfer,transfers
3634,2022-11-14 00:00:00,GHS,8.5,1223.1,1223.1,8.5,Standard Chartered,debit,2,SPOTIFY AB STOCKHOLM,SPOTIFY AB STOCKHOLM,entertainment,shopping
3635,2022-11-14 00:00:00,GHS,52.0,1171.1,1171.1,52.0,Standard Chartered,debit,2,SAKAMAN ACCRA,SAKAMAN ACCRA,atm withdrawal,withdrawals
3636,2022-11-15 00:00:00,GHS,20.0,1086.36,1086.36,20.0,Standard Chartered,debit,2,SPORTYBET,SPORTYBET,entertainment,shopping
3637,2022-11-15 00:00:00,GHS,8.5,1077.86,1077.86,8.5,Standard Chartered,debit,2,SPOTIFY AB STOCKHOLM,SPOTIFY AB STOCKHOLM,entertainment,shopping
3638,2022-11-15 00:00:00,GHS,31.19,1046.68,1046.68,31.19,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3639,2022-11-16 00:00:00,GHS,16.01,75.67,75.67,16.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3640,2022-11-16 00:00:00,GHS,950.0,96.68,96.68,950.0,Standard Chartered,debit,2,GHANA TELECOM U ACCRA,GHANA TELECOM U ACCRA,atm withdrawal,withdrawals
3641,2022-11-17 00:00:00,GHS,1.52,24.51,24.51,1.52,Standard Chartered,debit,2,APPLE BILL,APPLE BILL,software,shopping
3642,2022-11-17 00:00:00,GHS,6.16,26.03,26.03,6.16,Standard Chartered,debit,2,APPLE BILL,APPLE BILL,software,shopping
3643,2022-11-17 00:00:00,GHS,40.0,35.67,35.67,40.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3644,2022-11-18 00:00:00,GHS,21.51,33.0,33.0,21.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3645,2022-11-18 00:00:00,GHS,3.0,30.0,30.0,3.0,Standard Chartered,debit,2,AIRTELTIGO,AIRTELTIGO,mobile transfer,transfers
3646,2022-11-21 00:00:00,GHS,20.51,303.19,303.19,20.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3647,2022-11-28 00:00:00,GHS,50.51,105.6,105.6,50.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3648,2022-11-28 00:00:00,GHS,50.01,156.11,156.11,50.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3649,2022-11-28 00:00:00,GHS,15.52,80.56,80.56,15.52,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3650,2022-11-28 00:00:00,GHS,9.51,96.09,96.09,9.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3651,2022-11-29 00:00:00,GHS,80.0,0.56,0.56,80.0,Standard Chartered,debit,2,GRAPHIC ROAD ACCRA,GRAPHIC ROAD ACCRA,atm withdrawal,withdrawals
3652,2022-12-07 00:00:00,GHS,40.0,101.57,101.57,40.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3653,2022-12-08 00:00:00,GHS,100.01,121.01,121.01,100.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3654,2022-12-08 00:00:00,GHS,1.01,120.0,120.0,1.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3655,2022-12-09 00:00:00,GHS,100.0,6.55,6.55,100.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3656,2022-12-09 00:00:00,GHS,9.0,106.55,106.55,9.0,Standard Chartered,debit,2,GOOGLE GCOHELPPAY,GOOGLE GCOHELPPAY,cloud services,shopping
3657,2022-12-15 00:00:00,GHS,8.5,10.55,10.55,8.5,Standard Chartered,debit,2,SPOTIFY AB STOCKHOLM,SPOTIFY AB STOCKHOLM,entertainment,shopping
3658,2022-12-15 00:00:00,GHS,8.5,19.05,19.05,8.5,Standard Chartered,debit,2,SPOTIFY AB STOCKHOLM,SPOTIFY AB STOCKHOLM,entertainment,shopping
3659,2022-12-19 00:00:00,GHS,4.87,5.68,5.68,4.87,Standard Chartered,debit,2,APPLE BILL,APPLE BILL,software,shopping
3660,2022-12-28 00:00:00,GHS,10.86,29.82,29.82,10.86,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3661,2023-01-30 00:00:00,GHS,50.01,49.99,49.99,50.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3662,2023-01-30 00:00:00,GHS,25.01,24.98,24.98,25.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3663,2023-02-08 00:00:00,GHS,1.01,0.47,0.47,1.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3664,2023-02-17 00:00:00,GHS,13.32,47.15,47.15,13.32,Standard Chartered,debit,2,REFLECTIOAPPCO INTERNET,REFLECTIOAPPCO INTERNET,cloud services,shopping
3665,2023-02-20 00:00:00,GHS,2.0,0.13,0.13,2.0,Standard Chartered,debit,2,SEND TO BANK,SEND TO BANK,bank transfer,transfers
3666,2023-02-20 00:00:00,GHS,45.01,2.14,2.14,45.01,Standard Chartered,debit,2,SEND TO BANK,SEND TO BANK,bank transfer,transfers
3667,2023-02-27 00:00:00,GHS,6.73,801.64,801.64,6.73,Standard Chartered,debit,2,APPLE BILL,APPLE BILL,software,shopping
3668,2023-02-27 00:00:00,GHS,150.76,808.37,808.37,150.76,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3669,2023-02-27 00:00:00,GHS,50.0,966.13,966.13,50.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3670,2023-03-02 00:00:00,GHS,1368.95,361.94,361.94,1368.95,Standard Chartered,debit,2,NEVON PROJECTS,NEVON PROJECTS,software,shopping
3671,2023-03-02 00:00:00,GHS,150.01,1730.89,1730.89,150.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3672,2023-03-07 00:00:00,GHS,76.0,283.33,283.33,76.0,Standard Chartered,debit,2,SAKAMAN ACCRA,SAKAMAN ACCRA,atm withdrawal,withdrawals
3673,2023-03-07 00:00:00,GHS,261.44,1.89,1.89,261.44,Standard Chartered,debit,2,KAIROS WILMINGTON,KAIROS WILMINGTON,atm withdrawal,withdrawals
3674,2023-03-07 00:00:00,GHS,50.01,413.86,413.86,50.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3675,2023-03-07 00:00:00,GHS,12.01,401.85,401.85,12.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3676,2023-03-07 00:00:00,GHS,25.01,376.84,376.84,25.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3677,2023-03-07 00:00:00,GHS,17.51,359.33,359.33,17.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3678,2023-03-07 00:00:00,GHS,48.71,463.87,463.87,48.71,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3679,2023-03-21 00:00:00,GHS,50.01,849.87,849.87,50.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3680,2023-03-21 00:00:00,GHS,101.01,899.88,899.88,101.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3681,2023-03-21 00:00:00,GHS,80.51,769.36,769.36,80.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3682,2023-03-21 00:00:00,GHS,70.01,699.35,699.35,70.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3683,2023-03-23 00:00:00,GHS,30.01,448.11,448.11,30.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3684,2023-03-23 00:00:00,GHS,20.01,478.12,478.12,20.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3685,2023-03-23 00:00:00,GHS,150.71,498.13,498.13,150.71,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3686,2023-03-23 00:00:00,GHS,50.51,648.84,648.84,50.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3687,2023-03-24 00:00:00,GHS,8.5,430.61,430.61,8.5,Standard Chartered,debit,2,SPOTIFY AB STOCKHOLM,SPOTIFY AB STOCKHOLM,entertainment,shopping
3688,2023-03-24 00:00:00,GHS,9.0,439.11,439.11,9.0,Standard Chartered,debit,2,GOOGLE GCOHELPPAY,GOOGLE GCOHELPPAY,cloud services,shopping
3689,2023-03-27 00:00:00,GHS,50.51,290.17,290.17,50.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3690,2023-03-27 00:00:00,GHS,20.51,263.07,263.07,20.51,Standard Chartered,debit,2,AIRTELTIGO MONEY,AIRTELTIGO MONEY,mobile transfer,transfers
3691,2023-03-27 00:00:00,GHS,6.59,283.58,283.58,6.59,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3692,2023-03-27 00:00:00,GHS,20.51,242.56,242.56,20.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3693,2023-03-27 00:00:00,GHS,24.51,218.05,218.05,24.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3694,2023-03-27 00:00:00,GHS,13.31,204.74,204.74,13.31,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3695,2023-03-29 00:00:00,GHS,49.99,250.01,250.01,49.99,Standard Chartered,debit,2,ORDERS AND DELI,ORDERS AND DELI,groceries,shopping
3696,2023-03-31 00:00:00,GHS,1.5,115.0,115.0,1.5,Standard Chartered,debit,2,MTN GHANA,MTN GHANA,mobile transfer,transfers
3697,2023-03-31 00:00:00,GHS,13.51,116.5,116.5,13.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3698,2023-04-03 00:00:00,GHS,0.5,0.5,0.5,0.5,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3699,2023-04-03 00:00:00,GHS,0.5,1.0,1.0,0.5,Standard Chartered,debit,2,SAKAMAN ACCRA,SAKAMAN ACCRA,atm withdrawal,withdrawals
3700,2023-04-03 00:00:00,GHS,0.5,1.5,1.5,0.5,Standard Chartered,debit,2,MTN GHANA,MTN GHANA,mobile transfer,transfers
3701,2023-04-03 00:00:00,GHS,4.3,2.0,2.0,4.3,Standard Chartered,debit,2,MTN GHANA,MTN GHANA,mobile transfer,transfers
3702,2023-04-03 00:00:00,GHS,17.01,6.3,6.3,17.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3703,2023-04-03 00:00:00,GHS,24.5,23.31,23.31,24.5,Standard Chartered,debit,2,SAKAMAN ACCRA,SAKAMAN ACCRA,atm withdrawal,withdrawals
3704,2023-04-03 00:00:00,GHS,5.5,47.81,47.81,5.5,Standard Chartered,debit,2,MTN GHANA,MTN GHANA,mobile transfer,transfers
3705,2023-04-03 00:00:00,GHS,0.5,0.0,0.0,0.5,Standard Chartered,debit,2,MTN GHANA,MTN GHANA,mobile transfer,transfers
3706,2023-04-13 00:00:00,GHS,8.5,1236.0,1236.0,8.5,Standard Chartered,debit,2,SPOTIFY STOCKHOLM,SPOTIFY STOCKHOLM,entertainment,shopping
3707,2023-04-17 00:00:00,GHS,1032.0,1.0,1.0,1032.0,Standard Chartered,debit,2,TLS CONTACT ACCRA,TLS CONTACT ACCRA,transportation,services
3708,2023-04-25 00:00:00,GHS,35.51,964.49,964.49,35.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3709,2023-04-25 00:00:00,GHS,9.0,955.49,955.49,9.0,Standard Chartered,debit,2,GOOGLE GCOHELPPAY,GOOGLE GCOHELPPAY,cloud services,shopping
3710,2023-04-25 00:00:00,GHS,10.01,945.48,945.48,10.01,Standard Chartered,debit,2,AIRTELTIGO MONEY,AIRTELTIGO MONEY,mobile transfer,transfers
3711,2023-04-25 00:00:00,GHS,42.51,902.97,902.97,42.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3712,2023-04-25 00:00:00,GHS,60.01,795.34,795.34,60.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3713,2023-04-25 00:00:00,GHS,22.51,870.35,870.35,22.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3714,2023-04-25 00:00:00,GHS,5.0,855.35,855.35,5.0,Standard Chartered,debit,2,MTN GHANA,MTN GHANA,mobile transfer,transfers
3715,2023-04-25 00:00:00,GHS,10.11,892.86,892.86,10.11,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3716,2023-04-25 00:00:00,GHS,20.69,774.65,774.65,20.69,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3717,2023-04-25 00:00:00,GHS,135.01,497.61,497.61,135.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3718,2023-04-25 00:00:00,GHS,100.01,632.62,632.62,100.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3719,2023-04-25 00:00:00,GHS,10.0,860.35,860.35,10.0,Standard Chartered,debit,2,AIRTELTIGO,AIRTELTIGO,mobile transfer,transfers
3720,2023-04-25 00:00:00,GHS,20.0,739.63,739.63,20.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3721,2023-04-25 00:00:00,GHS,10.01,764.64,764.64,10.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3722,2023-04-25 00:00:00,GHS,5.01,759.63,759.63,5.01,Standard Chartered,debit,2,VODAFONE CASH,VODAFONE CASH,mobile transfer,transfers
3723,2023-04-26 00:00:00,GHS,6.32,491.29,491.29,6.32,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3724,2023-04-27 00:00:00,GHS,12.77,478.52,478.52,12.77,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3725,2023-05-02 00:00:00,GHS,271.7,95.8,95.8,271.7,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3726,2023-05-02 00:00:00,GHS,16.0,367.51,367.51,16.0,Standard Chartered,debit,2,SAKAMAN ACCRA,SAKAMAN ACCRA,atm withdrawal,withdrawals
3727,2023-05-02 00:00:00,GHS,30.01,383.51,383.51,30.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3728,2023-05-02 00:00:00,GHS,40.01,55.79,55.79,40.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3729,2023-05-02 00:00:00,GHS,17.69,38.1,38.1,17.69,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3730,2023-05-02 00:00:00,GHS,20.01,18.09,18.09,20.01,Standard Chartered,debit,2,VODAFONE CASH,VODAFONE CASH,mobile transfer,transfers
3731,2023-05-02 00:00:00,GHS,17.51,0.57,0.57,17.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3732,2023-05-22 00:00:00,GHS,559.01,270.89,270.89,559.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3733,2023-05-22 00:00:00,GHS,110.16,829.91,829.91,110.16,Standard Chartered,debit,2,EXPRESSPAY,EXPRESSPAY,online payment,bills
3734,2023-05-22 00:00:00,GHS,110.11,5.66,5.66,110.11,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3735,2023-05-22 00:00:00,GHS,10.0,260.89,260.89,10.0,Standard Chartered,debit,2,AIRTELTIGO,AIRTELTIGO,mobile transfer,transfers
3736,2023-05-22 00:00:00,GHS,118.13,115.77,115.77,118.13,Standard Chartered,debit,2,NETFLIX AMSTERDAM,NETFLIX AMSTERDAM,entertainment,shopping
3737,2023-05-22 00:00:00,GHS,5.66,0.0,0.0,5.66,Standard Chartered,debit,2,AIRTELTIGO MONEY,AIRTELTIGO MONEY,mobile transfer,transfers
3738,2023-05-22 00:00:00,GHS,27.0,233.9,233.9,27.0,Standard Chartered,debit,2,SPOTIFY AB STOCKHOLM,SPOTIFY AB STOCKHOLM,entertainment,shopping
3739,2023-06-12 00:00:00,GHS,9.0,191.0,191.0,9.0,Standard Chartered,debit,2,GOOGLE GCOHELPPAY,GOOGLE GCOHELPPAY,cloud services,shopping
3740,2023-06-12 00:00:00,GHS,32.64,158.36,158.36,32.64,Standard Chartered,debit,2,EA ELECTRONIC HELPEA,EA ELECTRONIC HELPEA,entertainment,shopping
3741,2023-06-12 00:00:00,GHS,50.0,588.36,588.36,50.0,Standard Chartered,debit,2,SAKAMAN BRANCH ACCRA,SAKAMAN BRANCH ACCRA,atm withdrawal,withdrawals
3742,2023-06-12 00:00:00,GHS,25.51,555.85,555.85,25.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3743,2023-06-13 00:00:00,GHS,25.01,505.33,505.33,25.01,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3744,2023-06-13 00:00:00,GHS,14.51,530.34,530.34,14.51,Standard Chartered,debit,2,MTN MOBILE MONEY,MTN MOBILE MONEY,mobile transfer,transfers
3745,2023-06-13 00:00:00,GHS,27.0,544.85,544.85,27.0,Standard Chartered,debit,2,SPOTIFY STOCKHOLM,SPOTIFY STOCKHOLM,entertainment,shopping
3746,2023-06-19 00:00:00,GHS,21.0,801.33,801.33,21.0,Standard Chartered,debit,2,EXPRESSPAY,EXPRESSPAY,online payment,bills
3747,2023-06-19 00:00:00,GHS,23.0,822.33,822.33,23.0,Standard Chartered,debit,2,EXPRESSPAY,EXPRESSPAY,online payment,bills
3748,2023-06-20 00:00:00,GHS,125.65,1054.53,1054.53,125.65,Standard Chartered,debit,2,NETFLIX LOS GATOS,NETFLIX LOS GATOS,entertainment,shopping
3749,2023-06-20 00:00:00,GHS,621.15,1180.18,1180.18,621.15,Standard Chartered,debit,2,EXPRESSPAY VISA DIRECT,EXPRESSPAY VISA DIRECT,online payment,bills
3750,2023-06-26 00:00:00,GHS,6.25,1004.18,1004.18,6.25,Standard Chartered,debit,2,APPLE BILL ITUNES,APPLE BILL ITUNES,entertainment,shopping
3751,2023-06-26 00:00:00,GHS,51.5,1010.43,1010.43,51.5,Standard Chartered,debit,2,EXPRESSPAY,EXPRESSPAY,online payment,bills
3752,2023-06-26 00:00:00,GHS,71.58,1061.93,1061.93,71.58,Standard Chartered,debit,2,EXPRESSPAY,EXPRESSPAY,online payment,bills
